freq,p,o,rank
1,http://dbpedia.org/ontology/genre,http://dbpedia.org/resource/Melodic_death_metal,42
1,http://dbpedia.org/ontology/previousWork,http://dbpedia.org/resource/All_Out_Life,42
1,http://dbpedia.org/ontology/previousWork,http://dbpedia.org/resource/Custer_(song),42
1,http://dbpedia.org/ontology/previousWork,http://dbpedia.org/resource/Made_of_Scars,42
1,http://dbpedia.org/ontology/previousWork,http://dbpedia.org/resource/My_Plague,42
1,http://dbpedia.org/ontology/previousWork,http://dbpedia.org/resource/Sulfur_(song),42
1,http://dbpedia.org/ontology/producer,http://dbpedia.org/resource/Stone_Sour,42
1,http://dbpedia.org/ontology/subsequentWork,http://dbpedia.org/resource/Digital_(Did_You_Tell),42
1,http://dbpedia.org/ontology/subsequentWork,http://dbpedia.org/resource/Duality_(song),42
1,http://dbpedia.org/ontology/previousWork,http://dbpedia.org/resource/Snuff_(song),42
1,http://dbpedia.org/ontology/subsequentWork,http://dbpedia.org/resource/Hesitate_(Stone_Sour_song),42
1,http://dbpedia.org/ontology/subsequentWork,http://dbpedia.org/resource/Tired_(Stone_Sour_song),42
1,http://dbpedia.org/ontology/writer,http://dbpedia.org/resource/Slipknot_(band),42
1,http://dbpedia.org/ontology/previousWork,http://dbpedia.org/resource/The_Nameless_(song),42
1,http://dbpedia.org/ontology/previousWork,http://dbpedia.org/resource/Nero_Forte,42
1,http://dbpedia.org/ontology/previousWork,http://dbpedia.org/resource/Gone_Sovereign/Absolute_Zero,42
1,http://dbpedia.org/ontology/previousWork,http://dbpedia.org/resource/Psychosocial_(song),42
1,http://dbpedia.org/ontology/previousWork,http://dbpedia.org/resource/Sillyworld,42
1,http://dbpedia.org/ontology/album,http://dbpedia.org/resource/Stone_Sour_(album),42
1,http://dbpedia.org/ontology/genre,http://dbpedia.org/resource/Gothic_metal,42
1,http://dbpedia.org/ontology/genre,http://dbpedia.org/resource/Soft_rock,42
1,http://dbpedia.org/ontology/genre,http://dbpedia.org/resource/Emo,42
1,http://dbpedia.org/ontology/previousWork,http://dbpedia.org/resource/Birth_of_the_Cruel,42
1,http://dbpedia.org/ontology/previousWork,http://dbpedia.org/resource/The_Devil_in_I,42
1,http://dbpedia.org/ontology/previousWork,http://dbpedia.org/resource/Before_I_Forget_(song),42
1,http://dbpedia.org/ontology/previousWork,http://dbpedia.org/resource/Dead_Memories,42
1,http://dbpedia.org/ontology/subsequentWork,http://dbpedia.org/resource/Birth_of_the_Cruel,42
1,http://dbpedia.org/ontology/subsequentWork,http://dbpedia.org/resource/Solway_Firth_(song),42
1,http://dbpedia.org/ontology/subsequentWork,http://dbpedia.org/resource/Killpop,42
1,http://dbpedia.org/ontology/subsequentWork,http://dbpedia.org/resource/Sulfur_(song),42
1,http://dbpedia.org/ontology/subsequentWork,http://dbpedia.org/resource/The_Negative_One,42
1,http://dbpedia.org/ontology/previousWork,http://dbpedia.org/resource/30/30-150,42
1,http://dbpedia.org/ontology/previousWork,http://dbpedia.org/resource/Digital_(Did_You_Tell),42
1,http://dbpedia.org/ontology/previousWork,http://dbpedia.org/resource/Zzyzx_Rd._(song),42
1,http://dbpedia.org/ontology/subsequentWork,http://dbpedia.org/resource/Spit_It_Out_(Slipknot_song),42
1,http://dbpedia.org/ontology/subsequentWork,http://dbpedia.org/resource/My_Plague,42
1,http://dbpedia.org/ontology/subsequentWork,http://dbpedia.org/resource/Zzyzx_Rd._(song),42
1,http://dbpedia.org/ontology/genre,http://dbpedia.org/resource/Stoner_rock,42
1,http://dbpedia.org/ontology/previousWork,http://dbpedia.org/resource/Spit_It_Out_(Slipknot_song),42
1,http://dbpedia.org/ontology/previousWork,http://dbpedia.org/resource/Say_You'll_Haunt_Me,42
1,http://dbpedia.org/ontology/subsequentWork,http://dbpedia.org/resource/Psychosocial_(song),42
1,http://dbpedia.org/ontology/subsequentWork,http://dbpedia.org/resource/Song_3,42
1,http://dbpedia.org/ontology/subsequentWork,http://dbpedia.org/resource/The_Nameless_(song),42
1,http://dbpedia.org/ontology/subsequentWork,http://dbpedia.org/resource/Through_Glass,42
1,http://dbpedia.org/ontology/album,http://dbpedia.org/resource/House_of_Gold_&_Bones_–_Part_2,42
1,http://dbpedia.org/ontology/previousWork,http://dbpedia.org/resource/Solway_Firth_(song),42
1,http://dbpedia.org/ontology/previousWork,http://dbpedia.org/resource/Unsainted,42
1,http://dbpedia.org/ontology/previousWork,http://dbpedia.org/resource/Inhale_(song),42
1,http://dbpedia.org/ontology/previousWork,http://dbpedia.org/resource/The_Negative_One,42
1,http://dbpedia.org/ontology/subsequentWork,http://dbpedia.org/resource/Bother_(song),42
1,http://dbpedia.org/ontology/subsequentWork,http://dbpedia.org/resource/The_Chapeltown_Rag,42
1,http://dbpedia.org/ontology/subsequentWork,http://dbpedia.org/resource/Sillyworld,42
1,http://dbpedia.org/ontology/subsequentWork,http://dbpedia.org/resource/Goodbye_(Slipknot_song),42
1,http://dbpedia.org/ontology/subsequentWork,http://dbpedia.org/resource/Gone_Sovereign/Absolute_Zero,42
1,http://dbpedia.org/ontology/subsequentWork,http://dbpedia.org/resource/Dead_Memories,42
1,http://dbpedia.org/ontology/subsequentWork,http://dbpedia.org/resource/Made_of_Scars,42
1,http://dbpedia.org/ontology/writer,http://dbpedia.org/resource/Stone_Sour,42
1,http://dbpedia.org/ontology/previousWork,http://dbpedia.org/resource/Vermilion_(song),42
1,http://dbpedia.org/ontology/subsequentWork,http://dbpedia.org/resource/Snuff_(song),42
1,http://dbpedia.org/ontology/previousWork,http://dbpedia.org/resource/Mission_Statement_(Stone_Sour_song),42
1,http://dbpedia.org/ontology/previousWork,http://dbpedia.org/resource/Do_Me_a_Favor_(song),42
1,http://dbpedia.org/ontology/previousWork,http://dbpedia.org/resource/Duality_(song),42
1,http://dbpedia.org/ontology/previousWork,http://dbpedia.org/resource/Goodbye_(Slipknot_song),42
1,http://dbpedia.org/ontology/subsequentWork,http://dbpedia.org/resource/Say_You'll_Haunt_Me,42
1,http://dbpedia.org/ontology/subsequentWork,http://dbpedia.org/resource/Custer_(song),42
1,http://dbpedia.org/ontology/album,http://dbpedia.org/resource/House_of_Gold_&_Bones_–_Part_1,42
1,http://dbpedia.org/ontology/genre,http://dbpedia.org/resource/Rap_metal,42
1,http://dbpedia.org/ontology/genre,http://dbpedia.org/resource/Death_metal,42
1,http://dbpedia.org/ontology/genre,http://dbpedia.org/resource/Groove_metal,42
1,http://dbpedia.org/ontology/previousWork,http://dbpedia.org/resource/All_Hope_Is_Gone_(song),42
1,http://dbpedia.org/ontology/previousWork,http://dbpedia.org/resource/Through_Glass,42
1,http://dbpedia.org/ontology/producer,http://dbpedia.org/resource/Joe_Barresi,42
1,http://dbpedia.org/ontology/subsequentWork,http://dbpedia.org/resource/Unsainted,42
1,http://dbpedia.org/ontology/album,http://dbpedia.org/resource/9.0:_Live,42
1,http://dbpedia.org/ontology/previousWork,http://dbpedia.org/resource/Left_Behind_(Slipknot_song),42
1,http://dbpedia.org/ontology/recordedIn,"http://dbpedia.org/resource/Jamaica,_Iowa",42
1,http://dbpedia.org/ontology/subsequentWork,http://dbpedia.org/resource/Nero_Forte,42
1,http://dbpedia.org/ontology/subsequentWork,http://dbpedia.org/resource/Mission_Statement_(Stone_Sour_song),42
1,http://dbpedia.org/ontology/subsequentWork,http://dbpedia.org/resource/Vol._3:_(The_Subliminal_Verses),42
1,http://dbpedia.org/ontology/subsequentWork,http://dbpedia.org/resource/The_Devil_in_I,42
